Node1	Node2	Score
RPP40	RPP30	0.998
NDUFB3	UQCR10	0.971
SNRPG	SF3B5	0.998
PLAT	ANXA2	0.973
SNRPF	SNRPE	0.999
LIPE	PNPLA3	0.976
RAB11A	EXOC6	0.993
CASP10	CASP7	0.988
RPS13	IMP3	0.995
MRPL27	MRPL35	0.997
MRPL39	MRPS16	0.965
RPS16	RPL38	0.999
LIPE	LIPC	0.963
MRPL22	MRPL11	0.997
RPS20	RPS12	0.999
RPS20	RPS14	0.999
MAGOH	SNRPD1	0.966
OAS2	IFITM1	0.983
NUF2	BUB1B	0.996
FBXO5	ANAPC13	0.983
MRPL35	MRPL47	0.996
NDUFA2	NDUFB9	0.999
SF3A2	SNRPD2	0.999
MRPS28	MRPL58	0.988
MRPL11	MRPS21	0.986
UQCRQ	NDUFA6	0.998
CASP7	CYCS	0.981
RPS19	RPS4X	0.999
RPS8	RPL23A	0.999
MX1	IFI27	0.988
NDUFA1	NDUFA5	0.994
NPRL3	SESN2	0.997
RPS3	RPS27L	0.999
PSMB1	PSMA4	0.999
MRPS14	MRPL34	0.997
ANAPC11	CDC26	0.995
MRPL39	MRPL11	0.989
RPL7	RPSA	0.999
RPL13A	EIF3H	0.962
RPL26L1	RPL38	0.998
SNU13	RPS27A	0.983
COX7C	NDUFA4	0.992
RPS6	RPS3	0.999
CCDC22	COMMD6	0.994
RPS15A	RPL27A	0.999
NDUFB4	NDUFS4	0.999
RPLP0	RPL37A	0.999
NDUFC1	NDUFS3	0.997
MRPL34	MRPL42	0.991
ANAPC11	PTTG1	0.999
SF3B5	LSM3	0.997
COX7A2	NDUFA2	0.963
RPL23	RPL14	0.999
POLR2I	POLR2L	0.999
RPS27L	RPL23A	0.999
STAT2	IFITM1	0.971
STAT1	ITGAX	0.953
RPL26L1	RPS3	0.998
PCNA	TYMS	0.98
RPS12	RPLP2	0.999
SRP14	RPS28	0.995
RPL9	RPL15	0.999
SNRNP40	SNRPD2	0.999
IL4R	JAK2	0.962
SRP14	RPSA	0.995
RPL5	RPL39L	0.995
OIP5	CENPW	0.963
NDUFB4	NDUFS5	0.999
RPL19	RPL10	0.999
RPS13	RPL22L1	0.997
GTF2B	TAF9	0.957
SNRPF	CWC15	0.996
RPS3	RPL39	0.999
RPL35	RSL24D1	0.967
OAS2	MX2	0.991
RPS19	EIF3H	0.99
DYNC2LI1	TCTEX1D1	0.952
RPS27A	RPS28	0.999
WDR24	SESN2	0.999
RPL21	RPL7	0.999
MRPL35	MRPL13	0.997
MRPL51	MRPL35	0.983
RPS20	IMP3	0.983
RPL10	RPS21	0.999
LSM6	LSM1	0.999
RPS20	RPL39L	0.995
SEC61G	RPL27A	0.983
RPS8	RPL9	0.999
IFI35	XAF1	0.977
RPL11	RPL38	0.999
PCNA	UBA52	0.996
MRPL32	MRPL27	0.999
FAU	RPL38	0.999
ATP5PB	ATP5PF	0.999
DVL2	NKD2	0.952
MRPL51	MRPS18C	0.984
RPS16	RPS13	0.999
MRPL3	MRPL57	0.979
RPS20	RPL27	0.999
MRPL15	MRPS28	0.991
RPS20	RPL11	0.999
OAS3	STAT2	0.956
HIST1H2AC	PCGF2	0.95
VEGFA	VEGFB	0.958
RPS13	RPL39	0.999
CYCS	UQCR10	0.995
IFI35	RSAD2	0.977
RPL31	RPS27L	0.999
RPS3A	RPL9	0.999
RPL27	RPL12	0.999
RPL7	RPL14	0.999
RPL34	RPS12	0.999
RPLP1	RPSA	0.999
RPSA	RPL12	0.999
MRPL35	MRPS28	0.983
RPL27	RPL23A	0.999
AMPD2	ADK	0.976
RNF181	UBA52	0.952
MRPL32	MRPL21	0.999
NDUFB4	UQCRB	0.952
CHCHD1	MRPL54	0.989
RPL39L	RPL36AL	0.994
ZWINT	CENPH	0.965
RPS15A	RPSA	0.999
MRPL19	MRPL21	0.999
RPL7	RPS27L	0.999
OAS2	TRIM22	0.975
EEF1B2	RPL21	0.965
LSM12	ATXN2L	0.976
RPL36AL	RPL14	0.997
MX1	MX2	0.978
DLGAP5	TOP2A	0.987
PLCG1	LYN	0.968
MRPL18	MRPL54	0.986
MRPL47	MRPL42	0.997
SRP14	RPL9	0.998
RNF7	UBE2C	0.965
NDUFB9	UQCRQ	0.995
LAMC2	LAMB3	0.978
DYNLL1	BCL2L11	0.963
RPS15A	RPL10	0.999
RPA3	PCNA	0.992
RPS11	RPS26	0.999
MRPS18C	MRPS22	0.988
RPS13	RPS15A	0.999
RPS24	RPS4X	0.999
PSMA2	UBB	0.996
RPS19	RPL7	0.999
NIFK	RPF2	0.998
RPS12	RPS21	0.999
POLR2I	GTF2F2	0.999
AK6	TAF6L	0.972
SUMO1	UBE2N	0.963
COX6A1	NDUFA4	0.97
MRPL43	MRPL18	0.989
LSM6	LSM3	0.999
RPL11	RPL7A	0.999
SEC61B	RPL21	0.996
RPL24	RPS6	0.999
DYNLL1	TCTEX1D1	0.95
RPS21	RPL12	0.999
NDUFA9	UQCRQ	0.97
POMP	PSMB4	0.995
RPL22L1	RPL37A	0.995
NOC4L	RPS28	0.963
MRPS22	MRPS21	0.975
MRPL48	MRPL20	0.995
RPS15	RPS27A	0.999
RPL19	RPL36	0.999
MRPS33	MRPL57	0.983
MRPL13	MRPS22	0.993
RPL27	RPL39	0.999
RPS16	RPS27A	0.999
RPS3	RPS21	0.999
NDUFB2	NDUFS3	0.996
EIF3M	RPS14	0.998
MCUB	SMDT1	0.972
EEF1B2	RPLP2	0.961
TAF6L	TAF9	0.981
CKS2	CCNA2	0.992
RPL6	RPL27A	0.999
RPL26L1	RPS26	0.999
CALM2	AKAP5	0.964
RPL22L1	RPS27L	0.993
RPS25	FAU	0.999
SRP9	RPL36AL	0.975
IFIT2	ISG20	0.972
MRPL13	RPL37A	0.951
NDC80	BUB1B	0.999
MRPL50	MRPS16	0.986
NDUFB4	NDUFB3	0.999
KIF20A	CDK1	0.991
GTF2F2	GTF2H5	0.995
MRPL51	MRPL40	0.995
UQCRFS1	UQCRH	0.999
RPL24	RPL12	0.999
TOP2A	RRM2	0.977
RPS27A	RPL9	0.999
CCNA1	BUB1B	0.971
RPL11	RPL23A	0.999
RPS24	RPL22L1	0.997
PSMA3	PSMB9	0.999
SPCS1	SEC11C	0.998
RPS12	IMP3	0.976
RPL31	RSL24D1	0.99
RPL29	RPS14	0.999
CCNB2	CDK1	0.999
MRPL32	MRPL36	0.999
KIF20A	MAD2L1	0.999
PSMG2	POMP	0.982
CHCHD1	MRPL40	0.985
XAB2	XPA	0.985
RPSA	RPS21	0.999
CAMK2B	GRIN1	0.969
CROT	PECR	0.953
POLR2G	GTF2F2	0.999
PFDN4	PFDN2	0.999
PSMD14	SEM1	0.958
IFI6	IFITM1	0.984
RPS19	RPL37A	0.999
SNRPG	LSM10	0.997
RPS16	RPL12	0.999
RPL27A	RPS18	0.999
CCNA2	CDK1	0.999
MRPL47	MRPS21	0.977
UBB	UBA52	0.996
LRR1	COPS8	0.981
RPL14	RPL23A	0.999
RPL11	RPL7	0.999
RPL26L1	RPL24	0.997
EIF3E	EIF4E	0.969
OIP5	CENPN	0.982
DNAJC19	TIMM23	0.977
RPS24	RPS3	0.999
RPL13A	RPL27A	0.999
PHGDH	PGAM1	0.968
LAMC2	COL7A1	0.979
PSMA5	PSMB9	0.999
CCNA2	CCNB2	0.977
SYMPK	SNRPD1	0.953
RPS3	UBA52	0.999
RPL38	RPL39	0.999
IL21R	JAK3	0.957
DUT	CDK1	0.963
RPS19	RPL15	0.999
MRPL3	MRPL19	0.999
HMMR	LYVE1	0.954
RPS25	RPS14	0.999
MRPS23	MRPL21	0.986
SYF2	SNRPB2	0.986
UBB	UBE2N	0.998
RPLP0	RPL34	0.999
UQCRFS1	CYCS	0.999
MRPL39	MRPL42	0.992
ATP5F1C	NDUFS3	0.966
SKP1	CKS1B	0.998
RPS11	TBL3	0.976
NDUFB4	NDUFB5	0.997
RPL30	RPS21	0.999
MRPL58	CHCHD1	0.988
MRPL43	MRPL36	0.996
RPL5	RPL27A	0.999
EEF1B2	TPT1	0.973
NDUFB5	NDUFB1	0.999
RPS25	RPS26	0.999
SEC61G	RPS27A	0.996
RPS6	EIF4E	0.995
MRPL1	MRPS23	0.963
SNRPB2	LSM3	0.997
RPL7A	RPLP2	0.999
RPL21	RPS3A	0.999
RPL36	RPL35	0.999
MRPL13	MRPS21	0.976
RPS8	RPL27A	0.999
POLR2F	POLR2G	0.999
SNRPG	CWC15	0.996
RPS19	RPL7A	0.999
RPL10	FAU	0.996
MRPL1	MRPL20	0.998
LSM3	LSM10	0.971
TLE2	TCF7L1	0.953
RPL38	RPL12	0.999
RPS6	RPS28	0.999
RBX1	COPS8	0.95
RPS3	RPS29	0.999
UQCRQ	ATP5F1C	0.95
IFIT2	XAF1	0.98
LSM3	LSM1	0.999
UBE2L6	MX1	0.976
PSME2	PSMB3	0.987
NDUFB3	ATP5PF	0.965
RPL6	UBA52	0.999
BIRC5	CDK1	0.998
SNRPF	POLR2G	0.955
PSMD14	RPS27A	0.976
RPS25	RPS18	0.999
OAS1	STAT2	0.969
SEC61G	RPL35	0.991
MRPL47	MRPL36	0.994
RPS20	UBA52	0.999
AMPD3	ADK	0.98
RPS16	RPL15	0.999
EEF1B2	RPS4X	0.965
RPS6	RPS27A	0.999
MASTL	CCNB1	0.983
UQCRQ	ATP5MD	0.959
RPL37	RPS29	0.999
RPL19	RPL37A	0.999
RPLP1	RPL12	0.999
RPL9	RPL37A	0.999
SART1	UBL5	0.996
MRPS14	MRPL40	0.994
MRPL22	MRPL54	0.99
CCND1	PCNA	0.959
NDUFB9	NDUFS3	0.999
RPL21	RPLP1	0.999
RPS24	RPL14	0.999
RPL21	FAU	0.999
RPS11	RPS21	0.999
RPS19	RPS26	0.999
RPS24	RPL11	0.999
EIF2AK2	DDX58	0.967
PELP1	AR	0.977
NDUFB5	TMEM126B	0.956
MRPL17	MRPL36	0.999
PRKAR2B	PRKACB	0.998
CENPH	CCNB2	0.968
CENPA	BUB1B	0.994
RPL36	RPL36AL	0.997
SF3A2	SART1	0.996
RPL27	RPL39L	0.996
MRPL11	MRPL20	0.997
NDUFS4	NDUFB6	0.999
NDUFC1	NDUFB5	0.999
MRPL32	MRPL20	0.998
XAF1	IFIT1	0.987
RPL27	UBA52	0.999
PSMA4	RPS27A	0.979
IFI6	RSAD2	0.989
RPS27L	RPL14	0.999
RPS24	EIF3M	0.988
COL7A1	LAMB3	0.975
OAS1	RSAD2	0.993
MRPL32	MRPL57	0.996
JAK2	STAT2	0.992
SNU13	SF3B5	0.997
TOP2A	CCNB1	0.986
SNRNP40	SNU13	0.998
RPL36	FAU	0.999
HIST3H2A	HIST1H2BH	0.983
MRPL51	MRPL11	0.983
RPL21	SRP14	0.996
NDUFB2	NDUFA6	0.999
UQCRQ	ATP5PD	0.968
RPL24	RPL14	0.999
RPL31	RPL37	0.999
MRPS14	MRPL42	0.996
MX1	STAT2	0.978
LPAR2	LPAR6	0.971
RPS24	RPL39L	0.996
TXN	TXNIP	0.999
RPL15	RPL14	0.999
COX7C	UQCR10	0.986
RPL13A	RPL12	0.999
RPS13	RPS11	0.999
RPS19	RSL24D1	0.958
RPL23	RPL32	0.999
BUB1	CDK1	0.999
RPLP0	RPL11	0.999
MRPL34	MRPL15	0.994
MRPS33	MRPL17	0.987
PARP9	DTX3L	0.996
NDUFAB1	NDUFA9	0.999
RPL31	RPLP0	0.999
MRPL3	MRPL16	0.997
RPS15	NOC4L	0.961
MRPL36	MRPS16	0.999
RPL13A	RPSA	0.999
GTF2B	GTF2H2	0.994
RPL36AL	RPL37A	0.997
EIF3M	RPSA	0.999
PSMD10	PSMA2	0.971
HAUS4	CDK1	0.959
RPS3A	RPS4X	0.999
MED21	MED16	0.993
GMNN	CDK1	0.984
RPL22L1	RPL12	0.997
EIF3E	RPSA	0.999
LSM5	LSM6	0.999
RPL37A	RPL39	0.999
MRPS14	MRPL20	0.997
MRPL51	MRPL19	0.983
MRPL15	MRPL40	0.999
MAD2L1	CDK1	0.999
RPL6	RPL37A	0.999
NDUFB9	UQCRFS1	0.986
MZT2B	MZT1	0.998
RPS24	UBA52	0.999
RPL7A	EIF3M	0.987
NDC80	KIF18A	0.99
RPS8	RPS27A	0.999
RPL36	RPL29	0.999
EIF3M	RPL22L1	0.953
FBP1	AC093512.2	0.962
RPL27A	RPL38	0.999
EIF3E	RPL15	0.976
SEC61G	UBA52	0.996
NDUFB4	UQCRFS1	0.96
RPS19	RPS25	0.999
TOP2A	CEP55	0.963
RPL27A	RPS28	0.999
TTK	CCNB1	0.964
RPLP0	FAU	0.998
RPL27	RPS3A	0.999
RPS16	RPL23	0.999
SEC61G	RPS4X	0.996
PARP9	PARP14	0.963
RPS20	RPL39	0.999
ANAPC11	MAD2L1	0.988
HIST1H2BD	UBA52	0.958
DLG3	GRIN2D	0.959
RPS6	RPL23A	0.999
COMMD1	COMMD6	0.993
GADD45A	CDK1	0.981
RPL19	RPL27	0.999
MRPL19	MRPS21	0.976
KNL1	CENPN	0.964
RPL7	RPLP2	0.999
RPL31	RPS12	0.999
LSM5	POLR2K	0.951
LSM5	SART1	0.999
MRPS28	MRPL33	0.985
MRPL19	MRPL54	0.99
RPL27	RPL37	0.999
MRPL13	MRPL33	0.998
RPL22L1	RPSA	0.993
MRPL21	MRPS21	0.973
NDUFA1	UQCRQ	0.986
RPL6	RPL12	0.999
RPL22L1	RPS28	0.996
RPS8	RPLP2	0.999
RPS27A	RPS3A	0.999
RPLP0	RPL37	0.999
RPS21	RPLP2	0.999
XAB2	PHF5A	0.971
MBD3	CHD3	0.989
MAGOHB	SNRPD2	0.991
RPS27A	RPS3	0.999
RPS24	RPL37A	0.999
RPL31	RPL36	0.999
RPS15	RPLP1	0.999
TOP2A	CCNB2	0.986
ZWINT	BUB1	0.999
RPL5	EIF3H	0.991
RPL5	RPL11	0.999
NDUFB6	UQCR10	0.954
MRPL34	MRPL54	0.992
RPL34	RPLP2	0.999
RBX1	UBE2C	0.96
RPS27L	RPL12	0.999
CENPA	KIF18A	0.973
RPL19	RPL12	0.999
SEC61G	RPS26	0.996
UQCRQ	ATP5MG	0.983
RPS19	RPL9	0.999
RPL14	RPL37A	0.999
RPL19	RPL27A	0.999
RPS11	RPL29	0.999
RPL32	RPL15	0.999
MRPL58	MRPL20	0.998
SF3A2	SNRPF	0.997
RPL11	RPL39L	0.995
RPL19	NIFK	0.95
MRPL3	MRPL34	0.995
SEMA3G	PLXNA4	0.966
ATP6V0A1	ATP6V0E1	0.987
OAS1	IFI6	0.994
MRPL22	MRPL34	0.994
CKS2	CDK1	0.999
RPS11	FAU	0.999
MRPL40	MRPL33	0.996
MRPL50	MRPL40	0.996
SEC61B	RPS27A	0.996
MRPL32	MRPL11	0.999
LSM7	SART1	0.998
MRPL34	MRPL58	0.987
EIF3E	RPS18	0.999
ATP5PF	ATP5PD	0.999
SNU13	NIFK	0.985
MRPL43	MRPL34	0.997
RPL24	RPS28	0.999
FGFR4	FGF16	0.983
RPL21	RPL10A	0.999
CCDC22	COMMD10	0.993
SNRPB2	SNRPF	0.999
EIF3E	COPS5	0.959
RPS16	RPL5	0.999
SNU13	RPS25	0.983
RPL30	UBA52	0.999
PSMC2	PSMB8	0.998
RPS25	RPS15A	0.999
RPS16	RPL22L1	0.996
RPL36	RPL39	0.999
RPL37A	UBA52	0.999
MRPL32	MRPS28	0.986
RPS11	RPS3	0.999
RPL10	RPS26	0.999
RPL6	RPL7	0.999
RNF7	ANAPC13	0.955
POLR2L	GTF2F2	0.997
EEF1B2	RPL27	0.986
RPL23	RPL7	0.999
RPL19	RPL38	0.999
LSM7	SNRPE	0.999
RPL35	RPL23A	0.999
RPS8	RPL37A	0.999
RPL31	RPL32	0.999
NDUFB5	NDUFS3	0.999
SRP14	RPL37	0.995
RPS13	RPL32	0.999
CDC25C	PLK3	0.985
RPL13A	RPL39L	0.995
RPL21	RPL38	0.999
RPL34	RPL10	0.999
EIF3M	RPS26	0.993
RPS6	SRP9	0.994
MRPL22	MRPL18	0.984
MRPL16	MRPL57	0.98
RPL22L1	RPS21	0.995
RPL9	RPS4X	0.999
EIF2AK2	MX1	0.99
MRPL51	MRPL18	0.985
TRIM22	IRF7	0.953
RBX1	CKS1B	0.95
RPL23	RPS15A	0.999
PSMA3	PSMB4	0.999
TPT1	FAU	0.965
H2AFZ	HIST1H2BH	0.955
HIST1H2BD	HIST1H2AC	0.995
RPL36AL	RPL38	0.997
MRPL18	MRPL42	0.994
UBE2N	SUMO2	0.974
STAT2	IFNL1	0.952
UQCRB	NDUFA12	0.99
RPL5	RPL37	0.999
RPS11	RPL13A	0.999
CAV2	CAV1	0.981
RPL38	RPS29	0.999
PSMD14	PSMC2	0.999
RPS11	RPS28	0.999
RPL10	EIF3M	0.956
MRPL18	MRPS28	0.986
RBX1	ELOC	0.999
TTK	KIF20A	0.955
COX6A1	UQCRQ	0.992
DTX3L	PARP14	0.981
XAB2	SNRPD2	0.996
RPS19	RPS14	0.999
TRAPPC9	TRAPPC4	0.994
RPS12	RPS8	0.999
HERC6	HERC5	0.977
RPS25	RPL12	0.999
RPS16	RPS15A	0.999
RPS6	RPL10	0.999
ATP5PB	ATP5F1C	0.999
EIF3E	RPS3A	0.997
RPL7A	RPL39L	0.989
RPS16	RPL23A	0.999
RPL27A	RPLP2	0.999
RPS16	RPS18	0.999
RPLP0	RPL35	0.999
FAU	RPL15	0.999
NDUFB3	NDUFA9	0.999
RPL34	RPSA	0.999
MRPS18C	MRPL21	0.991
BRIX1	NSA2	0.994
SRP9	RPL39	0.995
RPS15	RPS28	0.999
RPS19	RPL30	0.999
MRPL32	MRPL50	0.997
OAS1	IFITM1	0.975
RPS11	RPL39	0.999
RPL31	RPLP1	0.999
ATP5PF	MT-ATP6	0.977
NDC80	KIF20A	0.959
RPS3A	RPSA	0.999
PSMA2	PSMB4	0.999
RPL26L1	RPS11	0.998
RPL26L1	RPL39L	0.992
ATP5MC3	ATP5MG	0.976
NDUFC1	NDUFB6	0.999
CENPN	CDK1	0.986
RPL26L1	RPL36AL	0.994
MRPL36	MRPS22	0.992
RPS19	IMP3	0.991
IMP3	RPS27L	0.978
EIF2AK2	HERC5	0.977
ATP5MC2	ATP5PD	0.995
RPL24	RPL7A	0.999
MRPL43	MRPL58	0.986
RPS16	EEF1B2	0.96
XAB2	SNRPF	0.996
RPS4X	RPL39	0.999
RPL6	RPS3A	0.999
MRPL19	MRPL39	0.988
RPL38	C1D	0.961
EIF3E	RPS24	0.99
RPL34	RPL13A	0.999
EIF3E	RPL13A	0.96
RPL36AL	RPS29	0.998
MRPL27	MRPS14	0.998
RPS27A	ANAPC10	0.967
KIF20A	CEP55	0.966
CCNA2	RRM2	0.961
CEP55	RACGAP1	0.966
RPL7	EIF3M	0.98
RPS12	TBL3	0.971
RPS15	RPLP2	0.999
H2AFZ	CDK1	0.989
SRP9	RPL39L	0.973
RPS6	RPL39L	0.995
DLGAP5	BUB1B	0.977
TLR3	IRF7	0.983
MRPL22	MRPL58	0.993
RPL23	RPL35	0.999
RPS15	RPS25	0.999
LTA	TNF	0.961
BST2	IFIT1	0.96
RPS20	RPL12	0.999
RPS13	RPS12	0.999
MFAP3	MFAP2	0.979
MRPL36	RPL23A	0.955
MRPL34	MRPL40	0.993
RPS16	SEC61G	0.997
MRPL35	MRPL33	0.98
RPS25	RPL37A	0.999
RPS8	RPS29	0.999
RPS20	RPS3	0.999
SP100	SUMO1	0.986
MRPL15	MRPS16	0.998
SEC61B	RPL7	0.978
RPL30	RPL27A	0.999
RPS25	RPS21	0.999
MRPL15	MRPL57	0.996
IFI27	IFITM1	0.969
CENPH	CENPP	0.993
PSMA5	PSMB3	0.999
RPLP1	RPL36AL	0.997
MRPL27	MRPL21	0.999
RPL35	RPL10	0.999
PSMB1	UBA52	0.989
CASP10	TNFSF10	0.973
RBX1	UBE2L6	0.955
RSL24D1	IMP3	0.956
RPL14	RPS26	0.999
RPS12	RPL10	0.999
NDUFB3	NDUFB1	0.997
ATP5MC2	MT-ATP6	0.992
RPLP0	RPS14	0.999
MRPS33	MRPL21	0.988
PTTG1	CDK1	0.994
RPL11	RPL32	0.999
STAT1	UBE2L6	0.983
RPL26L1	RPL36	0.999
SEC61B	RPS15A	0.996
PRKAR2B	AKAP5	0.996
TLE3	TCF7L1	0.955
RPL37	RPL39	0.999
NUP37	SNRPF	0.961
MRPL22	MRPL13	0.997
RPS16	RPL36	0.999
RPS16	RPL19	0.999
RPL32	RPL39	0.999
SNRPC	LSM7	0.964
RPL26L1	RPL11	0.998
MRPL34	MRPS22	0.98
RPL31	RPL21	0.999
SSB	NIFK	0.953
MRPL51	MRPL47	0.993
MRPL20	MRPS21	0.977
RPLP0	RPS24	0.999
RPL5	RPF2	0.95
MRPL43	MRPL33	0.993
RPL36	RPS24	0.999
RPLP1	RPL32	0.999
EEF1B2	RPS8	0.97
CASP10	TNFRSF10D	0.956
PSMG2	PSMG4	0.966
ATP5PB	UQCRFS1	0.959
RPL26L1	RPL29	0.998
RPS8	RPL36AL	0.997
RPS25	RPS3A	0.999
SNU13	RPL30	0.965
RPL6	RPS15A	0.999
COX7C	COX6C	0.999
RPS13	RPL29	0.999
MED30	MED16	0.991
SEC61G	RPL39L	0.985
BIRC5	PBK	0.974
RPL30	RPL12	0.999
DUT	PCNA	0.967
MRPL32	MRPL39	0.987
NDUFA5	NDUFB5	0.999
BUB1B	MAD2L1	0.999
ASF1A	HIST1H3H	0.972
JAK2	SRC	0.959
XAF1	IRF7	0.979
TRAPPC6B	TRAPPC4	0.999
NDUFC1	NDUFA6	0.999
TOP2A	PBK	0.991
COX5B	ATP5PF	0.961
MRPL51	MRPL42	0.996
MRPL27	MRPL19	0.999
BIRC5	CENPN	0.969
RPL11	RPS29	0.999
CCNH	GTF2H5	0.999
RPL24	EIF3M	0.986
PFDN4	PFDN1	0.999
RPS19	RPLP2	0.999
RPS6	RPS18	0.999
RPS20	RPS19	0.999
RPS12	EIF3M	0.998
MRPS33	MRPL51	0.993
MRPS33	MRPS18C	0.996
IMP3	RPS28	0.993
NDC80	CCNB1	0.996
TYK2	STAT1	0.994
PEX6	PEX2	0.993
PHF5A	LSM8	0.998
RPL34	RPS24	0.999
RPL6	SEC61B	0.981
COX6A1	UQCRB	0.972
RPL21	RPS28	0.999
RPL35	RPL32	0.999
SNRPD2	POLR2L	0.967
PLCG1	PDGFRA	0.973
RPS6	SRP14	0.997
RPL31	RPL37A	0.999
RPS11	IMP3	0.995
AUTS2	PCGF5	0.992
SNRPC	SNRPF	0.999
MRPL35	MRPS22	0.984
RPS3A	RPL37A	0.999
RPL5	RPL29	0.999
RPL6	RPL15	0.999
POLR2K	SNRPE	0.95
RPS13	RPL11	0.999
CCL1	CXCL10	0.967
HMGN2	HMGN1	0.96
RPS21	RPL37A	0.999
RPL12	UBA52	0.999
RPS20	RPS15	0.999
FAU	RPS14	0.999
SNU13	RPS3	0.991
RSL24D1	RPL30	0.985
KIF20A	UBE2C	0.965
MAP1LC3A	ATG4D	0.972
NDUFA1	NDUFS3	0.994
NDUFAB1	NDUFB2	0.998
SLC7A5	SLC3A2	0.995
HAUS4	HAUS1	0.995
SDHB	ATP5PD	0.967
TNFSF10	TNFRSF11B	0.968
RPL7	RPS29	0.999
CENPQ	ITGB3BP	0.998
NEDD4L	USP15	0.95
SRP14	RPS11	0.997
EIF3M	RPL23A	0.971
NDC80	ZWINT	0.999
RPS15	IMP3	0.993
H3F3A	H2AFZ	0.981
SNRPF	POLR2L	0.993
RPL23	SRP9	0.996
PSMA2	PSMC2	0.999
PSMC2	PSMB9	0.997
MRPL15	MRPL20	0.999
FAU	MRPL11	0.971
BIRC5	MAD2L1	0.998
RPL24	RPL5	0.999
LSM7	LSM1	0.999
MRPL27	MRPL1	0.999
RPS16	RPL7	0.999
RRP12	NIFK	0.983
RPS19	RPL24	0.999
ANLN	RACGAP1	0.985
SUMO1	UBE2V2	0.951
FBXO5	CCNA2	0.986
MRPL27	MRPL15	0.999
TRIP13	CDK1	0.967
RPS25	RPL7	0.999
ENO2	PGAM1	0.984
EIF3M	RPL27A	0.977
RPS14	RPS21	0.999
NDUFS5	NDUFB1	0.998
MRPS28	MRPL42	0.997
MRPL35	MRPL54	0.989
MAD2L1	CENPN	0.984
MRPL51	MRPS23	0.984
RPL6	FAU	0.999
SNU13	RPS21	0.974
PCNA	PRIM2	0.994
PSMG2	PSMA5	0.99
NDC80	CENPA	0.994
MAVS	IRF7	0.988
GBP1	OASL	0.968
MRPS33	MRPL40	0.991
RPS6	RPL9	0.999
SH2D2A	SRC	0.98
RPS15A	EIF3M	0.998
CFI	CFB	0.983
RPLP0	RPL36AL	0.995
NSA2	RPF2	0.999
CCNB1	SPC25	0.986
RPS15	RPL7A	0.999
RPS8	TBL3	0.982
SEC61B	SPCS2	0.965
ICAM1	ITGAX	0.982
RPL10	RPL7	0.999
RPS26	RPL23A	0.999
RPS15A	RPS18	0.999
SKP1	CCNA2	0.976
BCL2L11	SRC	0.95
RPL13A	RPS27L	0.996
RPL9	RPLP2	0.999
RPL32	RPS3A	0.999
NDUFB2	NDUFB5	0.999
TECR	HACD1	0.973
EIF3E	RPS25	0.998
NDUFB3	NDUFB9	0.998
RPL27	RPS6	0.999
SNCA	UBB	0.956
RPS20	RPS28	0.999
RPL30	RPL14	0.999
SEC61G	SEC11C	0.963
RPL31	SRP9	0.981
NEK2	PLK4	0.964
CCNH	CDK1	0.985
TLR2	MYD88	0.973
MED31	MED16	0.964
RPS14	RPL38	0.999
CCND1	FOS	0.967
RPL23	RPS27L	0.999
RPL36	SRP14	0.997
PHF5A	SF3A2	0.999
RPL7	RPL30	0.999
PSMA4	SKP1	0.954
SNU13	SNRPD2	0.998
NDUFAB1	MRPL15	0.958
RPL7	RPL29	0.999
PHF5A	LSM5	0.999
MRPL19	MRPL16	0.999
NFKB2	RELB	0.998
RPL34	RPL24	0.999
EEF1A2	RPS3A	0.953
MRPL36	MRPL13	0.998
RPS3	RPL37A	0.999
SNU13	RPS29	0.975
MRPL43	MRPL17	0.999
RPLP0	RPS15	0.999
MRPL40	MRPL42	0.996
RPS19	RPL14	0.999
WNT4	FZD9	0.972
MYL12A	MYL12B	0.966
CCNB1	BORA	0.962
UQCRB	COX6C	0.987
NDUFA5	NDUFA12	0.999
MRPL34	MRPL1	0.991
RRAGD	LAMTOR2	0.998
MRPL19	MRPL15	0.999
NEDD8	PSMB7	0.952
SF3A2	SNRPE	0.998
EIF3E	RPL7	0.982
RPL19	RPLP1	0.999
CXCL9	CXCL11	0.981
MRPL42	MRPL20	0.996
RPL32	RPL39L	0.995
KNL1	BUB1B	0.999
NDUFS5	NDUFA4	0.989
MRPL43	MRPL39	0.975
RPL32	RPL7	0.999
RPS25	RPL38	0.999
NDUFS5	UQCRFS1	0.986
RPS11	RPL32	0.999
COX7A2	ATP5F1E	0.982
RPL15	RPL23A	0.999
ATP5F1E	ATP5MC3	0.985
RPS19	RPL39L	0.996
MPC1	MPC2	0.998
SNRPD2	POLR2G	0.959
RPL26L1	UBA52	0.997
MRPL34	MRPL21	0.98
SEC61B	SEC11A	0.985
CCND1	SKP1	0.961
RPS3A	RPLP2	0.999
EIF3E	RPS16	0.998
EBI3	IL12A	0.975
RPS20	SEC61B	0.986
MRPL3	MRPL13	0.999
NDUFAB1	NDUFB9	0.999
TTK	DLGAP5	0.988
CCNA1	CDK1	0.995
RBX1	PSMA2	0.964
RPL34	RPS25	0.999
RPS19	RPLP1	0.999
RPL39	RPS29	0.999
EIF3E	RPS3	0.999
EIF3E	RPS8	0.996
VLDLR	PCSK9	0.975
EIF3E	RPL34	0.955
RPL6	RPLP0	0.999
RPL35	RPS24	0.999
RPL11	RPL37	0.999
